PDB,IRMSD,PID,label,HADDOCK,PIsToN,dMaSIF,DeepRank-GNN,GNN-DOVE,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE
1AK4_172,15.46,1AK4,0,94.98981,0.152534246,-0.040402263,0.114158911,0.2387,2048.25,612.826,0.713,4.454,-0.2184,-74.15,0.762647
1AK4_173,10.12,1AK4,1,-16.46969,-0.030236006,0.128358707,0.078447461,0.2274,307.908,126.734,-3.605,7.232,0.231,-43.99,0.883137
1AK4_174,17.2,1AK4,0,-11.07683,0.02468574,0.396810234,0.14288494,0.281,365.097,270.472,-8.287,2.933,-0.0232,-33.99,0.630539
1AK4_175,13.95,1AK4,0,-53.61639,1.802078962,-0.274239898,0.007879868,0.5684,643.824,238.242,5.279,-0.683,-0.1204,-24.71,0.924274
1AK4_176,11.03,1AK4,0,39.22299999999999,0.00934267,-1.24000597,0.076523386,0.2274,967.73,219.194,-9.822,2.213,0.0078,-50.34,1.080917
1AK4_177,17.31,1AK4,0,24.17471,0.154713154,-1.311292291,0.004545891,0.2607,467.006,269.6,-8.391,4.24,-0.1281,-42.97,0.682716
1AK4_178,11.21,1AK4,0,18.4188,0.674716532,-1.012349606,0.060529266,0.2287,1828.34,402.281,-13.194,4.258,0.1317,-62.97,0.608515
1AK4_179,15.01,1AK4,0,247.95876000000004,0.907806575,-0.599099874,0.211376643,0.282,2247.3,833.035,3.589,2.875,-0.1112,-92.86,0.863953
1AK4_180,9.62,1AK4,1,46.40832999999999,-0.055392146,-0.156843767,0.009797852,0.2519,1479.09,425.983,1.48,3.53,0.4035,-62.5,0.615768
1AK4_181,10.19,1AK4,1,64.70932,-0.131302595,-0.948376358,0.137882695,0.2435,1931.09,570.835,-0.411,5.416,-0.1616,-110.35,0.870231
1AK4_182,19.09,1AK4,0,10.98238,0.125208855,-0.242183775,0.05544243,0.2456,635.677,203.692,-12.258,0.509,-0.0367,-44.04,0.630305
1AK4_183,14.75,1AK4,0,17.92455,1.70860815,0.20776175,0.632349133,0.2402,933.687,304.146,-1.888,6.769,-0.0521,-29.49,0.948096
1AK4_184,9.79,1AK4,1,9.421342999999997,0.68060261,-0.130512834,0.009539579,0.2428,999.154,312.5,4.249,1.527,0.2111,-57.66,0.75136
1AK4_185,15.07,1AK4,0,213.01158,0.222671747,-0.446222335,0.357015759,0.2824,1054.01,403.3,11.5,-0.674,-0.3602,-65.76,0.756523
1AK4_186,14.87,1AK4,0,97.00141,0.076253653,-0.0210227,0.40450424,0.2542,1102.34,426.877,3.322,2.029,-0.0703,-75.62,1.09732
1AK4_187,16.08,1AK4,0,-37.260468,0.218308687,-2.887323141,0.007274727,0.2498,22.0018,72.22,-6.746,2.464,-0.0233,-33.8,1.1209
1AK4_188,11.02,1AK4,0,-24.6749,-0.155795217,-0.781780601,0.019737288,0.2525,423.116,144.655,-12.201,3.327,0.0483,-66.73,1.091392
1AK4_189,14.7,1AK4,0,-24.04142,1.849309921,0.178417444,0.277478814,0.238,425.867,213.797,0.769,3.999,0.1051,-34.01,0.756748
1AK4_190,10.86,1AK4,1,180.27366,1.278528929,-0.700473368,0.007581217,0.2473,1526.1,498.96,6.013,0.889,0.4099,-96.29,0.282424
1AK4_191,8.93,1AK4,1,115.98197,0.88522476,0.330888152,0.010279951,0.2316,1545.75,574.809,12.557,5.302,0.0108,-68.99,0.555412
1AK4_192,18.37,1AK4,0,109.98578,0.900346875,-0.086274318,0.113572493,0.2461,1016.05,340.327,-6.709,1.495,-0.0328,-66.21,0.709965
1AK4_193,15.68,1AK4,0,14.273699999999996,1.789140463,-0.35594517,0.103816658,0.2313,506.699,262.374,14.184,0.781,-0.0614,-23.23,0.910663
1AK4_194,9.55,1AK4,1,18.68387000000001,1.557185769,0.3787072,0.006819212,0.2287,23.5702,81.617,-3.426,5.699,-0.1806,-13.41,0.653508
1AK4_195,9.22,1AK4,1,3.992420000000001,1.88984561,-0.485451341,0.010279951,0.2274,579.639,342.744,-1.284,2.44,0.2736,-46.83,1.018506
1AK4_196,15.57,1AK4,0,62.95374999999999,1.711207151,-0.186434701,0.272812515,0.2799,842.376,405.495,6.931,0.211,-0.1373,-42.51,0.795191
1AK4_197,15.55,1AK4,0,116.35672,1.343352914,-1.311292291,0.221273735,0.2287,1734.19,620.812,18.836,1.438,-0.1796,-36.93,0.602763
1AK4_198,7.89,1AK4,1,53.19500000000001,0.053534389,-0.56648469,0.009031504,0.2274,1849.57,433.544,-9.58,1.666,0.2188,-74.07,0.64286
1AK4_199,16.22,1AK4,0,-55.79434,0.005653381,-3.081334591,0.00896931,0.2655,499.628,161.666,-5.982,1.403,-0.1306,-46.68,1.198276
1AK4_200,15.07,1AK4,0,130.22528,0.02801919,-0.31453073,0.489213884,0.3135,1138.48,474.709,-4.334,-1.231,-0.0086,-69.14,0.892685
1AK4_201,19.43,1AK4,0,-37.23368,0.133179903,-0.15865387,0.028935697,0.2528,224.992,123.155,-17.525,0.463,-0.1023,-25.78,0.621343
1AK4_202,19.12,1AK4,0,-41.2302,0.421277523,-0.094947129,0.011676528,0.2465,389.758,125.265,-13.539,2.258,-0.0246,-49.85,0.741363
1AK4_203,10.11,1AK4,1,112.6707,-0.142420888,0.332644552,0.055928815,0.2274,1095.4,395.647,-0.851,5.543,0.355,-80.7,0.705253
1AK4_204,8.58,1AK4,1,221.51143,1.128407717,0.071710855,0.010279951,0.264,2577.04,809.05,11.459,3.967,0.2319,-84.51,0.488032
1AK4_205,15.42,1AK4,0,129.67891,0.943480074,0.052531537,0.28794086,0.2742,1012.63,305.35,1.587,3.657,-0.2777,-35.16,0.684769
1AK4_206,11.95,1AK4,0,23.74924,1.429895639,0.112951256,0.050514575,0.3597,382.703,201.522,1.938,1.717,-0.0947,-50.09,0.487089
1AK4_207,18.3,1AK4,0,-2.22138,0.57170701,-0.106755011,0.107677251,0.2622,554.312,198.581,-13.289,3.08,-0.2095,-41.89,0.800987
1AK4_208,7.67,1AK4,1,51.35193,0.226496339,-0.068562068,0.009989851,0.3231,1123.51,425.286,3.376,2.081,0.2647,-90.16,1.13859
1AK4_209,6.27,1AK4,1,52.10144,0.023250818,0.933877528,0.295774519,0.2274,855.047,322.134,-0.381,0.959,0.1586,-75.13,0.54076
1AK4_210,17.95,1AK4,0,-4.14818,0.921808243,0.101548485,0.211790726,0.268,836.829,318.072,-9.849,3.889,-0.1326,-45.12,0.781697
1AK4_211,16.28,1AK4,0,62.01731499999999,0.166550994,-3.040444136,0.00960917,0.2343,541.133,258.21,-7.912,-0.174,-0.1219,-47.9,1.394115
1AK4_212,15.42,1AK4,0,52.19548,0.154386282,-0.054845959,0.418427706,0.2622,1043.62,356.271,-4.193,1.701,-0.0559,-57.77,1.008058
1AK4_213,12.27,1AK4,0,-44.42762,1.233520269,0.293698758,0.047880512,0.3455,-102.177,45.528,-5.74,1.773,-0.1027,-37.75,0.563346
1AK4_214,17.64,1AK4,0,1.4322,0.934121728,-0.402813822,0.161295697,0.2652,354.058,179.071,-10.584,1.338,-0.2081,-40.05,0.656206
1AK4_215,8.63,1AK4,1,-9.9524,1.088675022,0.418587863,0.008512655,0.2274,111.35,82.549,-15.919,2.689,-0.1114,-40.26,0.923871
1AK4_216,16,1AK4,0,13.704179999999996,0.048227072,-2.867000818,0.008924173,0.2503,816.04,315.702,-4.945,2.053,-0.0182,-61.5,1.145491
1AK4_217,11.22,1AK4,0,-71.52473,0.205004573,-1.104374647,0.049187128,0.2274,896.456,157.83,-15.586,3.838,-0.051,-42.13,1.028153
1AK4_218,9.01,1AK4,1,63.64955,1.399167776,0.199015647,0.010279951,0.2451,1093.79,351.594,5.409,3.58,0.0173,-49.41,0.482464
1AK4_219,14.74,1AK4,0,16.924549999999996,1.567375541,0.198037997,0.130758482,0.2361,446.022,153.259,-6.382,6.002,0.1361,-27,0.872924
1AK4_220,7.69,1AK4,1,145.24338000000003,0.344583273,0.049644269,0.009450741,0.2646,1823.99,631.007,3.915,1.084,0.0444,-87.61,0.987922
1AK4_221,17.16,1AK4,0,2.38462,0.041408181,-1.311292291,0.141640067,0.2502,446.259,234.851,-7.327,4.874,-0.0687,-36.49,0.629878
1AK4_222,7.8,1AK4,1,195.61544,0.184308767,0.241407752,0.115363568,0.2525,3219.39,804.618,-1.867,3.271,0.0641,-100.39,0.519262
1AK4_223,14.66,1AK4,0,-8.91737,1.228965044,-1.162137985,0.008358045,0.2506,589.303,194.323,12.182,-1.97,-0.1452,-47.18,0.72362
1AK4_224,8.14,1AK4,1,17.001099999999997,0.417744875,0.418757349,0.010279951,0.2477,905.029,353.259,1.287,3.962,-0.0744,-44.18,0.475102
1AK4_225,15.59,1AK4,0,262.6735,1.473543286,-0.20747529,0.320514023,0.2274,1330.18,538.384,25.116,1.937,-0.1643,-40.86,0.776826
1AK4_226,7.59,1AK4,1,29.29772,0.055366993,-0.676581562,0.010164441,0.2824,868.421,351.808,-8.769,0.966,-0.1883,-80.97,0.747179
1AK4_227,11.04,1AK4,0,2.50705,0.758760214,-0.98001647,0.017191565,0.2274,565.535,179.817,-15.988,2.929,0.0227,-61.06,0.930709
1AK4_228,6.01,1AK4,1,17.66242,1.066412807,0.933326781,0.138212875,0.2274,161.581,113.769,-9.964,-0.006,-0.1427,-44.49,0.637309
1AK4_229,16.91,1AK4,0,-24.239492,0.01800096,-1.162137985,0.271265715,0.25,17.5506,90.003,-2.822,2.609,-0.0707,-37.74,0.919567
1AK4_230,11.76,1AK4,0,-33.24638,0.003892541,-0.881449819,0.071637474,0.2441,852.757,267.536,-20.771,2.991,0.2748,-51.53,0.794689
1AK4_231,15.07,1AK4,0,192.18588,0.005605698,0.004672565,0.004545891,0.2823,1276.86,566.129,0.428,1.341,-0.0245,-81.58,1.080465
1AK4_232,15.64,1AK4,0,89.6772,1.252215147,-0.669019043,0.123067304,0.2563,826.719,380.98,11.376,-0.001,-0.2905,-54.88,0.816766
1AK4_233,9.89,1AK4,1,44.31348,-0.059199214,0.406964302,0.147143558,0.2274,1765.21,674.259,14.238,6.458,0.1815,-88.62,0.844768
1AK4_234,8.69,1AK4,1,6.34094,1.408518076,0.613891959,0.007668811,0.2274,207.307,95.307,-14.322,3.981,0.1179,-47.51,0.86554
1AK4_235,5.58,1AK4,1,24.23626,1.387313843,0.141148642,0.011600466,0.2274,539.937,238.694,-2.043,-0.093,0.1213,-75.34,0.665401
1AK4_236,14.73,1AK4,0,58.77007999999999,1.534022093,0.211271867,0.3275837,0.2375,496.803,235.899,4.722,4.123,0.3036,-39.92,0.627439
1AK4_237,19.11,1AK4,0,47.55804,0.239493966,-1.541245818,0.008045009,0.2274,533.47,142.24,3.72,-0.141,-0.0077,-54.98,0.689582
1AK4_238,10.27,1AK4,1,164.34559999999996,0.010321975,-0.797735333,0.040690266,0.2382,942.712,382.374,-4.644,3.977,-0.2014,-72.53,0.940064
1AK4_239,8.07,1AK4,1,42.06619,1.696166635,0.131642461,0.010080826,0.4039,548.858,216.724,-2.515,0.883,-0.025,-58.56,0.997557
1AK4_240,11.6,1AK4,0,74.17461,0.135315776,-1.008543015,0.068417117,0.2274,1530.67,472.584,-21.928,3.959,0.042,-75.56,0.734092
1AK4_241,8.24,1AK4,1,66.59270000000001,1.089179277,0.358422399,0.009033851,0.2274,722.176,262.416,-10.821,3.465,0.3921,-90.6,0.650394
1AK4_242,8.99,1AK4,1,39.76454,-0.307268977,-0.449602544,0.066744484,0.2274,408.04,188.435,-2.321,3.792,0.3853,-33.56,0.571522
1AK4_243,6.07,1AK4,1,111.70678,0.005090356,0.642087698,0.150520012,0.2274,1188.38,462.683,2.527,1.787,0.112,-73.57,0.496237
1AK4_244,15.24,1AK4,0,12.750104,0.587952614,0.115965143,0.157453328,0.2373,198.667,121.811,9.83,5.169,-0.3027,-14.56,0.798827
1AK4_245,16.19,1AK4,0,65.25058,1.789910913,0.040923901,0.049099408,0.2274,420.213,226.176,17.92,1.705,-0.0021,-12.83,0.825731
1AK4_246,7.79,1AK4,1,-46.37168,0.487811685,-0.530570686,0.010279951,0.2546,381.3,175.99,-9.911,0.846,-0.0679,-47.79,0.66121
1AK4_247,15.81,1AK4,0,111.23363,1.387214661,-0.111185156,0.157704696,0.2274,1244.54,487.973,29.476,1.04,-0.0828,-14.36,0.904695
1AK4_248,14.28,1AK4,0,111.29634,1.276337385,-0.032499522,0.518262088,0.2386,1144.72,453.565,-3.152,6.332,0.151,-56.14,0.925
1AK4_249,9,1AK4,1,92.53908,1.717525244,-0.310917377,0.013616687,0.2274,623.592,298.342,-3.494,1.856,-0.03,-68.05,0.500602
1AK4_250,11.28,1AK4,0,75.56938,0.008621216,-0.824513197,0.125657663,0.2274,1966.15,476.948,-11.939,5.224,0.3197,-72.03,0.860716
1AK4_251,9.95,1AK4,1,112.75498,-0.235076785,0.256398618,0.205485627,0.2274,1234.67,473.972,-1.939,7.745,-0.0315,-71.78,0.899332
1AK4_252,13.95,1AK4,0,2776430.815,1.838472962,-0.334539056,0.036667001,0.6721,1465.48,408.616,5.623,-1.449,0.0156,-39.05,0.864628
1AK4_253,9.93,1AK4,1,191.04308,0.485969305,-0.878781736,0.087661669,0.305,929.366,331.076,-2.138,3.234,0.1447,-45.56,0.84949
1AK4_254,7.9,1AK4,1,-39.45264,1.299386024,-0.420474708,0.008503565,0.2274,440.185,152.553,-7.733,1.916,-0.0133,-38.8,0.844163
1AK4_255,14.88,1AK4,0,54.02511,-0.369720459,-0.099544972,0.313692987,0.2933,737.728,297.389,-4.591,-0.2,-0.2006,-65.31,0.935822
1AK4_256,10.08,1AK4,1,2.4210799999999963,0.008486748,0.635356128,0.015384363,0.2274,330.436,160.45,-4.7,6.92,0.0774,-54.74,1.016479
1AK4_257,15,1AK4,0,50.186336,1.479680181,0.153603718,0.265192062,0.2432,526.091,192.546,2.394,4.962,0.1274,-27.92,0.565115
1AK4_258,15.1,1AK4,0,100.6343,0.014021277,0.263137907,0.220895842,0.2744,687.348,315.756,-3.796,-0.041,-0.1673,-51.9,0.663408
1AK4_259,18.69,1AK4,0,70.515016,1.414911032,-0.138753667,0.039728247,0.2566,497.609,199.143,-10.788,4.627,-0.0772,-29.61,0.687191
1AK4_260,7.82,1AK4,1,-28.245438,0.820784032,0.069902413,0.012042867,0.3239,477.005,203.294,-5.053,0.298,0.0286,-52.15,1.010983
1AK4_261,6.32,1AK4,1,186.14111000000003,0.006879807,0.428000987,0.082363099,0.2274,1809.91,658.598,4.267,2.8,-0.0611,-94.58,0.338915
1AK4_262,11.43,1AK4,0,-54.02281,0.456857085,-1.364603639,0.007066446,0.2274,212.577,133.279,-11.424,1.091,0.1525,-68.89,0.804334
1AK4_263,15.71,1AK4,0,-24.608101,0.91868192,0.13048926,0.125072211,0.252,437.802,206.265,-0.983,5.714,-0.2642,-31.44,0.782809
1AK4_264,15.55,1AK4,0,70.68984,0.573639989,0.038696423,0.189085454,0.2539,822.072,351.324,-3.025,4.454,-0.0209,-40.73,0.899984
1AK4_265,10.54,1AK4,1,23.6858,-0.092950225,-0.523016274,0.010279951,0.232,743.809,292.634,-11.102,4.696,-0.0323,-61.02,1.177499
1AK4_266,10.33,1AK4,1,88.59163,-0.00848639,0.411902994,0.099043325,0.2274,1564.41,471.696,4.418,6.655,0.2872,-68.47,0.790266
1AK4_267,11.52,1AK4,0,44.35518,1.805926681,-0.36814782,0.103446059,0.2572,1182.56,425.213,17.187,1.127,0.2603,-48.55,0.805041
1AK4_268,15.03,1AK4,0,251.4282100000001,0.004507899,-0.118028834,0.479498416,0.2531,1773.1,736.914,3.331,1.302,-0.4797,-89.47,0.810369
1AK4_269,18.4,1AK4,0,129.86293399999997,0.009982944,-0.079116493,0.092094049,0.2653,778.382,321.299,-3.967,5.396,-0.134,-47.81,0.673536
1AK4_270,14.74,1AK4,0,-17.29077,0.82715416,0.247578636,0.330589443,0.2364,320.003,150.647,-0.581,6.052,0.1861,-32.56,0.981683
1AK4_271,9.36,1AK4,1,-1.211693,1.666377187,0.012768011,0.009769225,0.2274,1035.46,342.267,-1.243,6.322,0.1409,-58.39,0.638737
1AK4_272,9.92,1AK4,1,142.6985,-0.676346183,-0.051849578,0.045679405,0.2274,1259.31,455.063,-2.525,6.279,0.1339,-75.49,1.131171
1AK4_273,14.32,1AK4,0,13.907479999999998,1.878402591,0.321426481,0.234432727,0.2374,358.374,210.611,4.494,5.298,0.2002,-30.45,0.881325
1AK4_274,18.17,1AK4,0,54.99156,1.483316422,-0.127996907,0.15274173,0.2296,929.442,218.042,9.505,4.303,-0.0512,-28.41,0.213121
1AK4_275,18.25,1AK4,0,-5.73698,0.083108187,-0.250150353,0.132549152,0.2525,1118.07,404.557,-10.34,3.393,-0.1036,-52.96,0.736229
1AK4_276,14.23,1AK4,0,-4.48216,1.816693544,-0.385101497,0.015024976,0.6491,838.296,305.98,2.351,-0.507,0.0383,-21.71,0.990994
1AK4_277,11.48,1AK4,0,-49.80359,0.68832761,-1.112841606,0.092850864,0.2274,175.818,116.392,-12.572,2.899,0.0692,-31.02,1.070013
1AK4_278,8.3,1AK4,1,162.60683,0.017038703,0.180145144,0.010279951,0.3156,3163.12,847.455,8.043,2.836,0.1852,-91.2,0.548353
1AK4_279,15.77,1AK4,0,-42.80973,1.844782948,0.259758562,0.004545891,0.2358,325.675,151.769,-3.878,5.786,-0.0478,-24.99,0.694564
1AK4_280,10.43,1AK4,1,5.94442,1.698715925,-0.221151382,0.008602838,0.234,745.473,273.939,3.191,2.426,-0.0494,-49.04,0.76136
1AK4_281,10.56,1AK4,1,27.586459999999995,0.046181202,-0.490091324,0.020092815,0.2274,1935.35,448.451,-2.067,3.831,0.0895,-59.4,0.584829
1AK4_282,9.19,1AK4,1,-21.572,1.400379419,0.24278979,0.010279951,0.2274,448.997,221.523,-2.693,6.197,0.0276,-25.84,0.538978
1AK4_283,9.95,1AK4,1,14.29779,1.547811389,0.024933225,0.009721785,0.238,1101.63,274.457,3.498,2.526,-0.2612,-24.98,0.594851
1AK4_284,5.92,1AK4,1,215.50458,1.066378593,0.438910335,0.160298437,0.2274,1812.8,607.236,-2.611,1.593,-0.1221,-108.34,0.486302
1AK4_285,6.8,1AK4,1,137.45780000000002,0.260076761,0.335635602,0.127266929,0.2274,1744.39,464.188,0.447,6.9,0.0131,-64.2,0.460726
1AK4_286,5.98,1AK4,1,184.31816,0.427115917,0.451308817,0.238455296,0.2274,2277.61,741.01,1.777,0.657,-0.0233,-132.8,0.432396
1AK4_287,14.34,1AK4,0,98.26208,0.843860507,-0.912856936,0.265815496,0.6026,829.474,417.423,7.281,2.588,0.0082,-54.58,0.60316
1AK4_288,17.09,1AK4,0,20.34388,0.0553931,0.154468894,0.182684198,0.2833,504,285.485,-8.264,3.203,-0.1197,-38.15,0.612334
1AK4_289,9.83,1AK4,1,5.489770000000002,1.071189642,-0.005043595,0.006074511,0.2345,303.764,119.023,6.22,4.424,-0.0944,-22.05,0.528639
1AK4_290,18.75,1AK4,0,2.856840000000002,0.735143781,-1.162137985,0.050657414,0.2502,685.457,239.099,-9.625,3.792,-0.0984,-25.59,0.515639
1AK4_291,9.68,1AK4,1,-20.78278489,1.295360804,0.077881135,0.009185262,0.2274,737.853,235.077,-3.019,4.523,-0.0082,-39.85,0.609303
1AK4_292,9.37,1AK4,1,41.55256,0.040067315,-0.387145609,0.055713337,0.2274,474.05,230.03,-3.369,3.61,0.4213,-32.52,0.566641
1AK4_293,11.74,1AK4,0,63.20433,1.065442085,-1.187469006,0.020496733,0.2485,811.822,279.148,-19.834,3.04,0.024,-61.89,0.773993
1AK4_294,5.62,1AK4,1,-5.028378,0.672038794,0.078666873,0.009650188,0.2274,418.393,234.987,-5.786,0.396,0.0334,-81.34,0.707765
1AK4_295,10.19,1AK4,1,-7.23018,-0.01140666,0.483955204,0.010279951,0.2274,540.006,197.404,-2.375,7.002,0.1674,-46.43,0.87584
1AK4_296,9.92,1AK4,1,90.40583999999998,-0.112031698,-0.082262583,0.010279951,0.2406,1747.27,429.43,1.802,2.633,-0.1666,-52.78,0.523639
1AK4_297,10.11,1AK4,1,170.34895,-0.988112271,-0.461078346,0.092912398,0.2285,1477.12,541.775,3.584,5.326,0.2584,-77.89,1.207517
1AK4_298,16.49,1AK4,0,-36.97836,0.299546361,-3.17541194,0.008152698,0.2405,564.106,157.558,-10.567,0.613,-0.087,-47.34,1.20874
1AK4_299,8.33,1AK4,1,203.35507,0.527170181,0.1970651,0.012738477,0.2736,2438.57,741.988,14.317,4.893,0.411,-84.63,0.73811
1AK4_300,7.82,1AK4,1,34.13199999999999,1.127183557,-0.276749313,0.012791649,0.2274,1341.78,315.369,-11.033,1.439,0.2078,-61.41,0.59299
1AK4_301,10.73,1AK4,1,-5.0481,-0.135630965,-0.763069332,0.040667977,0.2389,800.326,307.051,-12.685,3.905,0.1391,-64.24,1.076801
1AK4_302,14.82,1AK4,0,78.59694,-0.593866229,-0.413694561,0.004545891,0.2772,1596.67,601.357,-1.425,1.472,0.2269,-70.4,0.934788
1AK4_303,9.19,1AK4,1,12.136713999999998,1.442792535,0.028443154,0.010279951,0.2561,1443.81,395.805,7.748,3.16,0.0064,-46.04,0.476717
1AK4_304,17,1AK4,0,23.02806,0.022821426,0.408158034,0.146681413,0.2623,475.224,285.771,-7.272,2.982,-0.0336,-34.68,0.556549
1AK4_305,11.11,1AK4,0,10.38054,0.645737648,-1.038393497,0.025241531,0.2274,1154.82,285.473,-14.189,4.719,0.0816,-66.93,0.942919
1AK4_306,10.76,1AK4,1,-17.884872,1.283666611,-0.56297791,0.009060685,0.254,97.898,79.666,-6.873,1.609,-0.0017,-43.93,0.560642
1AK4_307,22.4,1AK4,0,-21.01757,1.201496601,-1.211929202,0.010279951,0.2274,201.933,74.153,0.317,-1.908,-0.0147,-32.77,0.622741
1AK4_308,8.67,1AK4,1,-54.9213,0.129608393,0.341773808,0.010279951,0.2274,472.281,179.975,-10.973,3.431,-0.1239,-48.23,0.847062
1AK4_309,18.24,1AK4,0,38.56989,0.974404514,-0.238333404,0.079387084,0.244,1093.76,275.784,10.133,2.985,-0.0788,-42.98,0.171471
1AK4_310,7.56,1AK4,1,291.45588000000004,0.136188507,0.069734365,0.216696963,0.3036,3588.36,881.952,-5.869,1.814,0.0014,-110.29,0.635516
1AK4_311,8.18,1AK4,1,3.028588000000001,1.022834539,0.197395951,0.018662777,0.2508,1143.78,397.692,-1.494,1.344,0.0191,-63.59,0.797803
1AK4_312,18.78,1AK4,0,-7.8697,0.001374602,-0.02625934,0.082294345,0.2696,1059.14,281.437,-11.498,3.247,-0.1295,-38.89,0.608201
1AK4_313,17.85,1AK4,0,-34.18156,0.375769019,0.33780396,0.054462459,0.2745,809.028,303.726,-6.852,2.818,-0.0984,-40.91,0.664545
1AK4_314,17.92,1AK4,0,11.97915,0.008262157,0.196678579,0.124863878,0.2725,1244.47,375.224,-1.835,0.247,-0.0445,-45.09,0.643614
1AK4_315,9.4,1AK4,1,179.99492,0.4903543,-0.154681206,0.010279951,0.2373,2572.23,784.21,14.147,-0.12,0.0596,-81.25,0.328308
1AK4_316,9.98,1AK4,1,199.10531,-0.000572443,0.344195724,0.039233074,0.2274,1007.68,395.653,2.69,4.578,0.324,-71.89,0.715131
1AK4_317,17.52,1AK4,0,-52.84334,0.009294748,0.675474346,0.038965516,0.2706,734.759,250.246,-7.046,3.04,-0.1838,-39.34,0.674422
1AK4_318,11.07,1AK4,0,54.57335000000001,-0.022423744,-0.483508974,0.054406475,0.2391,531.599,182.181,-14.816,4.854,-0.0372,-68.36,1.080118
1AK4_319,18.82,1AK4,0,77.71376,0.345961809,-1.162137985,0.108305454,0.2796,992.584,309.679,-9.273,0.796,-0.0068,-39.76,0.49205
1AK4_320,13.53,1AK4,0,81.04450000000001,-0.027786374,-1.131861925,0.038290955,0.2274,2247.05,559.512,-12.247,4.538,0.2844,-52.98,0.670263
1AK4_321,17.46,1AK4,0,-2.26597,0.571221352,0.356452167,0.089506574,0.2554,1220.79,348.755,-5.989,2.53,-0.2419,-47.92,0.427928
1AK4_322,11.21,1AK4,0,79.08693099999999,1.871394157,-0.040957749,0.00809269,0.3103,1229.79,361.083,0.167,1.805,-0.0656,-75.96,0.248942
1AK4_323,16.62,1AK4,0,13.41924,1.869118571,0.070959345,0.004545891,0.2311,966.905,207.443,-5.449,5.742,-0.2112,-39.96,0.507472
1AK4_324,14.86,1AK4,0,355.73676,-1.491493464,-0.495318025,0.558784127,0.3693,1572.07,572.751,8.687,-4.091,-0.2473,-97.29,0.726491
1AK4_325,15.26,1AK4,0,44.13891999999999,0.398880959,-0.567287266,0.138484132,0.2943,984.199,447.926,0.36,0.087,-0.2423,-60.78,0.842286
1AK4_326,7.62,1AK4,1,161.84638099999998,1.204044342,-0.07323207,0.121216774,0.2766,1793.29,559.966,7.908,0.927,-0.0997,-70.35,0.784339
1AK4_327,7.68,1AK4,1,41.39901999999999,0.586698651,0.153078869,0.103248075,0.268,507.857,188.351,-5.975,1.584,0.0711,-41.5,0.61824
1AK4_328,18.52,1AK4,0,55.52779999999999,1.069408894,-0.115098432,0.098828956,0.2274,390.364,117.158,5.9,3.715,-0.0521,-21.21,0.356976
1AK4_329,15.64,1AK4,0,-3.29893,0.647746921,0.338837832,0.09556666,0.2452,578.876,190.719,-3.157,5.609,-0.1139,-37.29,0.587428
1AK4_330,10.45,1AK4,1,-2.54213,1.607954144,-0.423592836,0.008299947,0.243,216.103,143.571,-3.13,2.177,0.0952,-32.43,0.694699
1AK4_331,11.11,1AK4,0,-45.16931,0.76624006,-0.971349061,0.069734149,0.2274,162.123,101.656,-13.294,2.885,0.0415,-39.37,1.222811
1AK4_332,11.64,1AK4,0,-20.65082,0.75278765,-0.875096679,0.010056847,0.2274,114.63,81.858,-19.263,2.799,0.0232,-45.3,0.566019
1AK4_333,6.08,1AK4,1,33.67119,0.763842285,0.902733207,0.128350705,0.2274,760.151,328.917,-7.964,0.274,-0.1569,-82.12,0.547176
1AK4_334,9.13,1AK4,1,34.78084,1.527630448,-0.430388153,0.009001386,0.2274,323.741,181.404,-7.004,2.839,0.225,-29.98,0.922246
1AK4_335,11.24,1AK4,0,37.836301,-0.103271723,-0.540030479,0.028418683,0.2274,762.92,252.724,-6.04,3.822,0.2248,-39.62,0.677448
1AK4_336,6.35,1AK4,1,86.83209,-0.01662147,-0.668226659,0.274617672,0.2285,1882.27,572.877,-5.474,-0.851,0.2015,-91.66,0.727144
1AK4_337,19.17,1AK4,0,-13.29159,0.06880331,-0.226524994,0.071170986,0.2799,812.248,190.37,-16.48,0.655,-0.0803,-30.52,0.58237
1AK4_338,8.64,1AK4,1,-6.1145,0.852178395,0.368153989,0.009608816,0.2274,176.499,113.99,-11.459,4.26,-0.1291,-51.62,0.968235
1AK4_339,10.83,1AK4,1,-50.7189,0.656367362,-0.559506416,0.009729149,0.2274,58.5003,74.284,-18.899,4.34,-0.0292,-44.77,1.180435
1AK4_340,16.1,1AK4,0,-9.4131,0.710465372,0.260887325,0.080790579,0.2431,454.037,155.341,-5.947,4.596,-0.036,-36.99,0.531679
1AK4_341,15.63,1AK4,0,56.65173999999999,1.09848237,-0.236312553,0.110457264,0.2274,439.32,216.113,13.525,1.138,-0.1114,-17.95,0.89534
1AK4_342,13.69,1AK4,0,-8.80408,1.160460711,-0.404527247,0.059057977,0.6098,1198.54,382.026,4.333,-2.633,0.025,-36.12,0.69145
1AK4_343,15.75,1AK4,0,8.67905,1.1189394,0.118827879,0.112062022,0.237,368.861,152.311,8.987,5.697,-0.2032,-35.07,0.7786
1AK4_344,15.29,1AK4,0,9.62514,1.559042096,0.148958966,0.004545891,0.2441,756.984,245.122,-1.471,4.38,-0.0428,-38.21,0.576609
