PDB,label,PID,HADDOCK,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE,PIsToN,GNN-DOVE,DeepRank-GNN,dMaSIF
2R5O-model-1-pos,1,2R5O,-325.5346,183.972,28.313,-14.798,22.257,-0.0486,-1.67,0.516547,-1.917273521,0.2316,0.043698691,2.528296471
2R5O-model-12-neg,0,2R5O,-93.0452,-748.966,-29.837,-85.93,52.537,-1.143,-239.75,4.143521,1.764967084,0.2573,0.007660243,-0.622607708
2R9P-model-12-neg,0,2R9P,27.01054,110.24,8.716,17.47,-0.493,-0.0565,57.79,0.237905,1.93943131,0.3392,0.008414825,0.972947478
2R9P-model-3-pos,1,2R9P,-63.32158,-36.5226,-0.658,4.951,4.812,-0.215,-11.43,0.706138,-1.054764271,0.3611,0.010279951,1.493201256
2RA3-model-1-pos,1,2RA3,-142.73649,-49.6538,7.727,12.196,-2.682,-0.0591,12.34,0.467324,-0.582300067,0.4415,0.004518076,0.469708592
2RA3-model-84-neg,0,2RA3,-84.73439,-145.659,-9.198,-0.118,3.616,-0.5559,-41.98,1.307995,1.947535753,0.2822,0.004576784,0.031228542
2RL7-model-15-neg,0,2RL7,-60.97335,-156.916,2.556,4.494,0.757,-0.2028,40.31,0.697669,1.913244247,0.2741,0.009188903,-0.344453156
2RL7-model-74-pos,1,2RL7,-114.5919,-178.652,17.793,-33.594,3.697,-0.3243,-10.83,1.002615,1.191694379,0.2451,0.008159067,1.825239897
2SIC-model-1-pos,1,2SIC,-171.3893,-86.259,-0.124,-11.668,-0.922,-0.0277,11.47,0.4145,-1.817723155,0.2274,0.017048048,1.122681975
2SIC-model-47-neg,0,2SIC,-94.9717,-286.267,-10.153,-33.679,8.166,-0.5707,-65.46,1.350067,1.953172803,0.2274,0.010279951,-0.760596514
2SNI-model-17-neg,0,2SNI,-57.70855,63.6371,24.295,-4.506,-3.975,0.0033,2.97,0.50922,1.947106838,0.2736,0.006575213,-0.786263168
2SNI-model-2-pos,1,2SNI,-108.024,-34.2862,12.034,-39.245,6.373,-0.478,-67.15,1.357491,-1.289401293,0.2335,0.019273682,1.457080126
2TGP-model-2-pos,1,2TGP,-103.8282,-15.2283,-0.03,22.633,-1.929,0.006,44.24,0.243327,-1.870902538,0.3795,0.007545029,0.907639503
2TGP-model-78-neg,0,2TGP,2550635.8057600004,-102.248,-4.15,-5.104,6.024,-0.3045,-25.14,0.967054,1.950428009,0.2287,0.007711812,-0.96922344
2V52-model-1-pos,1,2V52,-167.4439,78.345,16.724,-10.724,0.26,-0.0808,2.69,0.561553,-1.902096748,0.5931,0.010184428,2.314911366
2V52-model-77-neg,0,2V52,6.6416260000000005,-269.977,-9.763,-36.111,8.321,-0.4595,-86.76,1.866574,1.871796131,0.28,0.007779334,-0.697545588
2VE6-model-13-pos,1,2VE6,-127.9722,432.73,57.001,18.611,-3.241,0.2198,-0.97,0.595672,1.386565089,0.2274,0.006349908,-0.536918819
2VE6-model-20-neg,0,2VE6,-63.7954,-113.153,9.775,-11.302,-0.794,-0.3619,-35.65,1.112466,0.553998828,0.2274,0.003908149,-0.674599528
2VER-model-2-pos,1,2VER,-77.40985,-60.5183,1.672,-17.93,-1.444,-0.0116,0.35,0.672508,-0.021229625,0.2461,0.007291206,-0.186505482
2VER-model-62-neg,0,2VER,-55.22562,-106.432,-4.515,-17.953,4.419,-0.2691,-17.74,1.225491,1.184000015,0.3438,0.010279951,-1.458329558
2VIF-model-1-pos,1,2VIF,-193.852,262.679,44.984,-15.077,1.354,-0.0646,-57.23,0.45911,-0.418681979,0.6178,0.111524507,1.963005662
2VIF-model-52-neg,0,2VIF,2571396.406,-166.408,-10.068,-18.766,3.431,-0.4041,-48.88,1.104062,0.513422966,0.4222,0.126670107,0.886212468
2VJF-model-1-pos,1,2VJF,-177.2702,-73.974,12.775,21.697,4.025,-0.1986,-18.21,0.474773,-1.884086251,0.6162,0.102812342,1.916519046
2VJF-model-22-neg,0,2VJF,-59.4072,-305.454,-16.179,-31.832,14.18,-0.6761,-158.12,2.432437,1.531337142,0.343,0.003938329,-0.975140572
2VPM-model-1-pos,1,2VPM,-157.73796,415.434,68.871,5.139,-2.208,0.1378,7.01,0.632104,0.035552502,0.2274,0.004767033,0.909429371
2VPM-model-9-neg,0,2VPM,-91.4715,-219.846,-7.832,0.187,0.136,-0.3425,-14.28,1.229084,1.918642998,0.2274,0.004384244,-1.33447206
2W0C-model-2-pos,1,2W0C,-146.08814,7.98335,8.35,-30.123,6.24,-0.2378,-5.18,0.975134,-1.826753616,0.2274,0.007502205,1.030249119
2W0C-model-83-neg,0,2W0C,370.26902,-403.346,-11.16,-47.904,10.01,-0.3609,-56.99,1.89581,1.93740809,0.2274,0.005121948,0.264976233
2W1T-model-3-neg,0,2W1T,-115.7834,-294.164,-5.588,-44.419,5.259,-0.341,-47.02,1.602446,-1.032588959,0.2274,0.034368396,1.959845662
2W1T-model-7-pos,1,2W1T,-64.03818,133.424,99.278,-16.229,6.472,-0.5865,-158.82,2.233995,-1.062039375,0.6247,0.232657865,1.472563982
2W2N-model-3-pos,1,2W2N,-81.73211,303.991,56.242,-2.142,-3.192,0.1282,-13.37,0.031493,-0.715463996,0.5186,0.003491017,-0.055279534
2W2N-model-75-neg,0,2W2N,-47.6745,-159.139,-5.734,-12.841,-1.497,-0.2251,-42.98,0.847255,1.953210592,0.294,0.00558048,-1.103407741
2W80-model-26-neg,0,2W80,-58.8554,-25.2041,2.299,0.597,-2.067,0.1513,20.18,0.741111,1.747357607,0.2834,0.004985769,-0.10620299
2W80-model-52-pos,1,2W80,-108.7577,102.116,20.123,-9.612,4.82,-0.1582,17.94,0.814082,1.797270536,0.2253,0.006566258,0.563081205
2W81-model-1-pos,1,2W81,-235.8296,-29.152,8.496,0.462,-4.436,-0.0313,11.2,0.494976,-1.871013641,0.2462,0.007597455,1.328214049
2W81-model-2-neg,0,2W81,-73.8838,-415.929,-4.477,-46.819,14.898,-0.6314,-60.05,2.428483,1.954292417,0.2906,0.007608375,-1.618039131
2WAM-model-2-pos,1,2WAM,-227.7031,554.032,94.459,6.557,-2.124,0.1854,10.37,0.623379,-1.717141867,0.2454,0.009175133,0.796121657
2WAM-model-25-neg,0,2WAM,-72.4852,-464.651,-18.459,-53.794,15.14,-0.7885,-95.64,2.434835,1.953104019,0.2782,0.010279951,-1.311278224
2WG3-model-1-pos,1,2WG3,-177.45845,287.414,70.428,1.524,-1.48,-0.0847,14.4,0.655059,-1.491538763,0.2274,0.005363652,0.189393148
2WG3-model-54-neg,0,2WG3,-69.839052,-220.411,-8.818,-36.579,6.429,-0.4925,-65.66,1.267425,1.957806349,0.2274,0.004941334,-0.419064075
2WG4-model-23-neg,0,2WG4,-48.67243,231.445,44.467,-6.632,2.706,-0.0264,17.04,0.308856,1.95747304,0.2274,0.006125022,0.045150641
2WG4-model-7-pos,1,2WG4,-143.8508,-149.934,-3.752,-21.318,1.313,-0.3564,-45.64,0.942801,-0.935726404,0.2274,0.009365913,0.597574532
2WO3-model-2-pos,1,2WO3,-121.6716,-111.71,13.572,-5.417,7.596,-0.0759,5.25,0.74306,-1.081488967,0.2274,0.010279951,2.497692108
2WO3-model-9-neg,0,2WO3,-72.87864,-208.464,2.613,-50.537,9.223,-0.4481,-61.56,1.500478,1.909679174,0.2857,0.006458927,-0.880071759
2WQ4-model-1-pos,1,2WQ4,-149.30597,16.1897,18.185,-3.106,-3.078,-0.0168,4.9,0.296488,-1.170090199,0.2559,0.009560798,1.690724373
2WQ4-model-31-neg,0,2WQ4,-69.09147,-198.735,-7.673,-27.427,1.843,-0.2945,-57.58,1.230374,1.559643745,0.2526,0.00583052,0.435484409
2WVT-model-1-pos,1,2WVT,-217.52,-115.935,-1.078,32.354,-6.397,-0.0114,57.2,-0.043352,-1.145453453,0.2274,0.005361871,1.342712164
2WVT-model-74-neg,0,2WVT,-10.31423,-354.673,-11.94,-42.649,6.392,-0.4407,-58.68,1.573353,1.931904674,0.2274,0.005485197,-0.079539977
2X36-model-1-pos,1,2X36,-100.14781,-36.6925,10.963,-14.361,2.538,-0.078,-18.3,0.590724,-0.130689025,0.324,0.009224551,-1.981821656
2X36-model-71-neg,0,2X36,-58.134184,-172.218,-6.219,-21.915,1.615,-0.279,-14.73,0.879348,1.421577811,0.3019,0.008802195,-0.184335545
2X53-model-18-pos,1,2X53,338.86472,824.013,72.182,-6.812,5.891,0.0004,-22.62,0.865381,-1.336824179,0.2599,0.004776175,0.929661453
2X53-model-44-neg,0,2X53,-31.72076,-56.9843,23.907,-17.97,-0.084,-0.1787,-29.61,1.364281,0.00720048,0.2274,0.001672876,0.13129583
2X89-model-17-pos,1,2X89,-98.70661,-7.98998,9.795,-20.599,14.364,0.0211,-20.64,0.549379,-0.086020947,0.2339,0.005781641,-0.229254276
2X89-model-83-neg,0,2X89,-85.96216,-43.2729,14.61,-14.471,2.684,-0.1512,-52.54,0.940341,1.767941713,0.3765,0.008110158,-0.33475697
2X9A-model-45-pos,1,2X9A,-32.92624,-40.9725,-1.024,-10.671,-4.659,-0.0543,2.65,0.476972,0.284691453,0.2571,0.006742535,2.266114235
2X9A-model-52-neg,0,2X9A,-44.46346,-57.1158,-0.867,1.039,-0.958,-0.0519,5.43,0.557201,1.357234716,0.3175,0.007370709,-2.111696243
2X9M-model-1-pos,1,2X9M,-82.71572,406.993,56.293,3.251,-4.563,0.0587,-16.27,0.291775,0.961185157,0.3253,0.006890582,2.846739292
2X9M-model-19-neg,0,2X9M,136.10981999999998,-129.495,-7.47,-27.252,2.943,-0.3905,-27.44,1.262446,1.800502539,0.2274,0.005054863,-2.264369488
2XB6-model-50-neg,0,2XB6,-61.3888,-143.602,9.914,-2.962,-1.595,0.0344,28.61,0.692772,1.964358568,0.3262,0.005992925,-0.580818534
2XB6-pos,1,2XB6,-100.965,-149.509,-4.228,-14.174,-0.231,-0.1727,-4.98,0.508535,1.619446516,0.1316,0.009090582,-0.52092576
2XCE-model-1-pos,1,2XCE,-258.7476,-121.115,12.537,-10.612,6.112,-0.0563,-32.4,0.891925,-1.879628181,0.3843,0.086444259,1.752084017
2XCE-model-25-neg,0,2XCE,-93.2321,-401.608,-18.061,-59.996,10.489,-0.5585,-149.68,2.472891,1.162744761,0.2468,0.015455419,0.781835377
2XFG-model-26-neg,0,2XFG,-48.473194,-52.5774,-1.766,-3.105,-0.035,0.0202,6.65,0.358056,0.49623096,0.2596,0.006242404,0.295028448
2XFG-model-3-pos,1,2XFG,-156.9956,-229.392,2.473,-47.043,5.784,-0.1695,-7.32,1.511142,-1.315101743,0.3291,0.010279951,0.545665205
2XTJ-model-2-pos,1,2XTJ,-89.6591,-69.4711,-2.783,-12.831,4.987,-0.1752,-17.03,0.617332,-0.374960423,0.2274,0.009103005,-0.804262459
2XTJ-model-63-neg,0,2XTJ,-65.72258,-161.136,-6.652,-22.837,8.341,-0.2847,-37.73,1.419524,1.662396431,0.2913,0.007121116,-1.325049996
2Y9X-model-1-pos,1,2Y9X,-120.3845,-9.40857,12.493,2.763,-0.73,-0.1371,11.69,0.492647,-0.47808814,0.3218,0.009208292,-0.181914687
2Y9X-model-39-neg,0,2Y9X,-38.550024,-228.213,-8.197,-39.787,6.369,-0.3687,-57.48,1.43229,1.940969467,0.3734,0.007377465,-1.202386022
2YCH-model-44-pos,1,2YCH,-32.2551,-0.664461,7.361,6.192,-1.154,-0.0291,15.17,0.110001,1.402938962,0.2899,0.00789565,1.515129685
2YCH-model-63-neg,0,2YCH,-27.20478,256.44,32.86,-10.409,2.568,-0.0621,-25.59,0.420527,1.103800058,0.341,0.029477216,0.416913569
2YVS-model-1-pos,1,2YVS,-196.46072,-104.549,-2.741,-21.459,10.579,0.0629,-11.75,0.504458,-1.822535515,0.2238,0.01786066,2.257377625
2YVS-model-80-neg,0,2YVS,-48.00278,-570.074,-16.577,-59.941,26.561,-0.7191,-126.18,3.585935,1.715101123,0.2274,0.003369499,-2.105153084
2YYS-model-1-pos,1,2YYS,-108.72449,-84.1749,0.396,3.92,-0.56,0.0166,6.44,0.226909,-1.521973968,0.2274,0.008173399,0.264768273
2YYS-model-99-neg,0,2YYS,-36.20432,-209.862,-6.887,-2.673,2.023,-0.1496,-32.49,1.066213,1.917591095,0.2274,0.004571336,-0.877277374
2Z0E-model-29-pos,1,2Z0E,79.55,1720.22,31.672,20.044,-0.646,0.0245,-4.63,0.65464,0.859916031,0.2323,0.019218363,-0.074681811
2Z0E-model-7-neg,0,2Z0E,-99.16115,196.809,58.18,-35.695,6.674,-0.3486,-38.92,1.191316,1.636678219,0.2885,0.005009158,-0.889329374
2Z0P-model-1-pos,1,2Z0P,-121.1196,-20.4344,1.912,5.287,-1.095,-0.0695,2.31,0.455193,-1.521034837,0.4316,0.010279951,2.009044409
2Z0P-model-83-neg,0,2Z0P,-38.715,-300.305,-8.912,-40.418,5.421,-0.4106,-64.02,2.047077,1.566814899,0.2926,0.005133556,-1.373159647
2Z29-model-6-pos,1,2Z29,-100.95055,3.96164,3.49,-8.838,-5.968,-0.0417,-6.13,0.703492,-1.868388772,0.2274,0.008776805,2.178824186
2Z29-model-68-neg,0,2Z29,-58.8813,67.7944,32.078,-14.079,2.996,-0.2497,-36.95,1.427687,1.96323812,0.2287,0.003871357,-0.876728773
2Z7F-model-1-pos,1,2Z7F,-119.68958,13.4719,16.873,38.517,5.384,0.0395,48.24,0.475025,-1.282569885,0.5493,0.012224507,2.085813761
2Z7F-model-94-neg,0,2Z7F,-26.48458,-330.289,-8.467,-33.75,19.517,-0.4498,-85.36,1.60827,1.947038531,0.3293,0.010279951,-0.538896143
2Z7X-model-3-pos,1,2Z7X,-138.2242,-59.0985,35.692,28.966,-3.062,-0.0289,15.29,1.609916,-0.064730406,0.2274,0.006943445,1.185195804
2Z7X-model-51-neg,0,2Z7X,-94.7652,-227.238,-6.048,-21.522,6.891,-0.336,-39.77,1.383006,1.938208461,0.46,0.004409952,0.238514245
2Z8M-model-12-pos,1,2Z8M,-43.6806,-76.0663,-0.574,-4.915,2.904,0.0093,12.86,0.4932,-1.563432932,0.2428,0.00704362,1.538526416
2Z8M-model-91-neg,0,2Z8M,-39.75734,-193.109,0.649,-30.568,5.628,-0.2452,-37.61,1.178927,1.943165898,0.2274,0.006321267,1.679478407
2ZA4-model-47-neg,0,2ZA4,65.67308,26.6364,6.176,13.816,0.601,-0.0373,29.19,0.466983,1.939551473,0.2274,0.005444236,0.115694381
2ZA4-model-8-pos,1,2ZA4,-37.23524,-106.337,-3.207,-29.542,5.551,0.0039,4.23,0.592833,1.399108171,0.2541,0.010279951,0.490173101
2ZCK-model-29-neg,0,2ZCK,-38.80495,-53.1036,-1.869,-16.42,1.147,-0.0652,-8.88,0.280614,1.09022522,0.3219,0.007552912,-0.81402427
2ZCK-model-68-pos,1,2ZCK,-38.316844,-54.3959,-1.25,-7.832,1.101,-0.053,6.46,0.165579,1.65212214,0.3228,0.024665996,0.219645172
2ZDC-model-1-pos,1,2ZDC,-183.05197,1930.71,184.782,1.912,-4.819,-0.0427,5.13,0.262777,-1.76063633,0.3225,0.106832623,1.613457203
2ZDC-model-5-neg,0,2ZDC,-61.237,-286.072,-11.116,-30.892,-0.008,-0.6248,-102.15,1.911612,1.868190408,0.2633,0.005637387,-0.901227832
2ZG6-model-40-pos,1,2ZG6,-94.8519,136.495,14.416,-16.639,2.093,-0.0398,11.71,0.464549,1.475724816,0.2274,0.008307011,0.398346275
2ZG6-model-41-neg,0,2ZG6,-79.6551,-103.531,-13.749,-36.924,12.47,-0.2161,-43.39,0.956553,1.942355514,0.2399,0.008238453,-1.19163084
2ZNV-model-18-pos,1,2ZNV,-94.7579,-81.9728,10.253,-16.866,1.02,-0.0989,11.48,0.590048,-1.76872015,0.3171,0.11398299,2.052512646
2ZNV-model-70-neg,0,2ZNV,-51.18641,-140.052,18.223,-27.656,5.924,-0.3901,-20.51,1.335589,1.955382705,0.2274,0.008477536,-0.558548272
2ZSU-model-1-pos,1,2ZSU,-352.1475,-57.6366,10.259,-3.043,1.462,-0.0847,30.43,0.430319,-1.887931347,0.6204,0.033044618,2.023326397
2ZSU-model-38-neg,0,2ZSU,-95.59616,-615.672,-21.868,-91.564,25.083,-0.7576,-133.9,3.345525,1.949842095,0.2937,0.007893631,-0.727304995
2ZVW-model-10-pos,1,2ZVW,-65.8723,751.209,120.504,30.976,-10.998,-0.1277,54.41,0.138805,0.671631336,0.2306,0.007603742,0.036362771
2ZVW-model-2-neg,0,2ZVW,71.6662,-4.57161,22.511,-1.32,-1.8,-0.1358,-29.89,0.725081,1.953011751,0.3741,0.00700958,-0.310817242
3A1P-model-5-pos,1,3A1P,-22.2809,-121.562,3.687,7.674,1.72,-0.0462,23.89,0.52614,0.91968292,0.2567,0.00614495,0.283686787
3A1P-model-60-neg,0,3A1P,20.463,-50.3371,15.318,-28.831,0.192,-0.0341,-11.48,0.412885,1.947363853,0.3269,0.010279951,-0.596984565
3AFF-model-5-pos,1,3AFF,-112.2919,-151.473,8.947,2.748,3.372,-0.0764,29.88,0.850379,-1.668835878,0.2274,0.011432003,1.380345106
3AFF-model-61-neg,0,3AFF,-66.55326,-183.947,2.682,-42.094,16.455,-0.3054,-41.84,1.528381,1.940288782,0.2274,0.004547656,-1.265776634
3AHS-model-13-neg,0,3AHS,-62.4015,-68.1962,-1.713,-5.978,7.327,-0.1118,7.44,0.473827,1.282904863,0.2387,0.009376221,0.492332637
3AHS-model-34-pos,1,3AHS,-83.9356,-165.369,-2.22,-17.946,10.194,-0.1916,-17.31,0.705603,-0.711559176,0.2354,0.009037937,2.217634678
3AJY-model-1-pos,1,3AJY,-184.1899,-14.2067,-0.46,4.343,-0.855,-0.055,6.7,0.612261,-1.867892623,0.6083,0.010279951,2.546218395
3AJY-model-10-neg,0,3AJY,23.17032,-320.727,-15.255,-40.088,6.083,-0.6673,-175.11,2.595039,1.93514967,0.2274,0.009177191,-0.417934775
3AXY-model-5-pos,1,3AXY,-95.3051,-96.635,-0.236,-5.828,2.652,-0.0912,-19.43,0.651467,0.463036895,0.2274,0.010725218,1.069155216
3AXY-model-55-neg,0,3AXY,-74.51605,-222.659,-4.377,-37.115,5.702,-0.2897,-16.66,1.380875,1.946136951,0.2748,0.007297968,-1.016157866
3B01-model-58-neg,0,3B01,-108.0968,-7.60113,33.012,7.128,13.834,-0.136,-25.14,0.9518,1.03075707,0.2605,0.009515501,0.974832416
3B01-model-95-pos,1,3B01,3065909.818,4.51028,37.811,56.803,-0.922,0.0092,39.63,0.146058,-0.027426124,0.2466,0.00623286,-0.17615968
3B08-model-28-neg,0,3B08,359.21253,-35.2145,3.423,-4.612,-0.923,-0.1526,-12.69,0.525155,1.897698402,0.3389,0.006551246,0.617303312
3B08-model-48-pos,1,3B08,5962.935994,-64.7919,4.471,-8.234,-1.272,-0.095,-2.24,0.710138,1.6199646,0.3003,0.00346695,-0.191049218
3B6P-model-2-pos,1,3B6P,-115.3536,-53.5621,1.317,18.778,-3.752,0.0708,35.41,0.220881,-1.78478086,0.2492,0.01332868,1.984047413
3B6P-model-78-neg,0,3B6P,-61.8511,-139.442,19.768,-18.759,2.306,-0.4315,-18.64,1.048097,1.951189399,0.2345,0.005770165,-2.433771849
3B76-model-1-pos,1,3B76,-202.1088,199.36,-3.777,-6.862,6.897,-0.0964,-22.54,0.665204,-1.864460468,0.6288,0.076188646,2.234905243
3B76-model-23-neg,0,3B76,-77.6112,-435.059,-18.308,-44.787,24.717,-0.7737,-154.9,3.439401,1.272059917,0.2788,0.00839522,-1.392817497
3B93-model-1-pos,1,3B93,-88.4551,-101.319,6.963,-11.612,1.329,-0.1286,-15.86,0.780841,-1.543058991,0.2964,0.018234249,2.042997122
3B93-model-31-neg,0,3B93,-54.58472,-202.457,-5.17,-18.952,4.328,-0.2258,-25.24,1.162135,1.90237844,0.2274,0.007977724,-1.284532189
3B9I-model-51-pos,1,3B9I,4160401.526,-98.0528,-2.698,-17.409,4.162,-0.1726,-23.01,1.009778,0.596135139,0.3309,0.009525251,-0.651283145
3B9I-model-90-neg,0,3B9I,-54.23565,-83.3641,6.87,-11.95,7.339,-0.2172,-26.09,0.854016,0.438490868,0.2335,0.005968642,-3.00444293
3BCP-model-1-pos,1,3BCP,-244.2387,39.0335,33.927,7.283,-0.584,0.056,-9.71,0.189096,-1.688475728,0.2011,0.015099503,1.698506474
3BCP-model-82-neg,0,3BCP,-49.14051,-493.738,-16.903,-46.684,3.232,-0.5875,-104.29,2.228801,1.931605816,0.3245,0.008916495,0.16807577
3BCW-model-100-neg,0,3BCW,-39.21715,-112.182,-2.363,-7.844,3.69,-0.159,-12.87,0.89809,1.294540405,0.3342,0.01552868,-2.155526638
3BCW-model-8-pos,1,3BCW,-121.581,-160.316,10.799,-43.446,11.864,-0.3966,-24.43,1.626046,1.48396337,0.2859,0.014885283,0.909695446
3BFW-model-47-neg,0,3BFW,-14.249025,-37.5183,1.577,-3.38,-0.898,-0.0024,7.37,0.294147,1.862645507,0.3058,0.009735036,-0.678953826
3BFW-model-64-pos,1,3BFW,-30.15407,33.658,5.495,-10.386,-0.808,-0.1263,-18.99,0.582243,1.219769001,0.3065,0.00771045,-0.736796319
3BGL-model-5-pos,1,3BGL,-144.34025,225.098,78.743,-4.454,-0.814,-0.0811,-25.38,0.596972,-1.608776331,0.2274,0.006366977,-0.569755137
3BGL-model-9-neg,0,3BGL,-104.4333,13.9567,18.383,-44.085,1.743,-0.6794,-90.89,2.421239,-0.016118884,0.349,0.004744461,-0.874043465
3BHD-model-1-pos,1,3BHD,-110.7525,5.19957,10.725,5.939,-2.133,0.0046,-6.78,0.39344,-1.72049284,0.2842,0.008442611,0.482924998
3BHD-model-56-neg,0,3BHD,-52.9995,-154.95,-4.062,-13.791,1.574,-0.1921,-18.45,1.058282,1.955432057,0.2287,0.009013256,-0.697425723
3BIW-model-17-neg,0,3BIW,-73.42097,5.01448,0.14,-25.63,-0.563,-0.0524,-4.59,0.791342,1.863137007,0.2614,0.005351198,-1.234588981
3BIW-pos,1,3BIW,-186.005,-143.215,-3.76,-18.713,0.657,-0.2385,-18.34,0.513101,-0.587839723,0.2274,0.005066977,-0.138878614
3BN3-model-3-pos,1,3BN3,-74.49835,-88.4427,0.383,-16.638,-2.277,0.0037,7.79,0.397773,0.854208946,0.2452,0.010225448,-0.270016879
3BN3-model-63-neg,0,3BN3,-94.06231,-102.386,9.263,-16.993,-1.19,-0.3601,1.62,0.772078,1.127099514,0.2309,0.006829525,-0.529176831
3BPD-model-2-pos,1,3BPD,-106.81476,-116.072,3.242,-21.641,0.373,-0.1719,-35.63,0.958543,-1.186512232,0.4861,0.00593699,1.567380667
3BPD-model-91-neg,0,3BPD,-40.34285,-143.316,-9.284,-22.563,1.343,-0.4384,-81.57,1.605006,0.653092861,0.2552,0.006601623,1.003127456
3BQB-model-2-pos,1,3BQB,-127.573264,65.4497,25.461,4.492,-0.762,-0.1706,11.51,0.387624,-1.833944082,0.2274,0.009075113,1.678471804
3BQB-model-43-neg,0,3BQB,-61.46213,-244.362,24.026,-47.696,3.085,-0.3629,-55.11,1.760268,1.939382434,0.2274,0.004537341,-1.003128409
3BRC-model-29-pos,1,3BRC,-58.90658,-113.263,-1.251,-6.155,5.311,-0.1135,-13.13,0.657551,1.3772825,0.2519,0.005702476,-0.170436695
3BRC-model-64-neg,0,3BRC,-52.77654,-135.047,0.188,-10.756,6.628,-0.1937,-20.14,0.630643,1.619412899,0.2468,0.006326251,-1.186895013
3BRD-model-15-pos,1,3BRD,-38.70348,-109.984,-1.901,-10.614,3.086,-0.1019,-9.72,0.568507,0.894900799,0.4004,0.008130429,1.05582273
3BRD-model-46-neg,0,3BRD,-44.369567,-79.2892,11.266,4.409,1.116,-0.0037,-9.81,0.490697,0.692214668,0.3364,0.003860349,0.771211565
3BT1-model-11-pos,1,3BT1,-90.4999,-124.199,1.055,-15.894,1.133,-0.0581,1.45,0.508754,-0.577212691,0.2274,0.076134324,0.766569376
3BT1-model-17-neg,0,3BT1,-72.10912,-235.513,-0.221,-26.254,5.714,-0.2993,-38.75,1.013027,1.692916274,0.1612,0.013642028,0.782427132
3BTV-model-3-pos,1,3BTV,-128.01893,25.2485,14.323,3.715,-1.092,0.1032,9.11,0.605596,-1.44812417,0.2274,0.003320426,-0.044911131
3BTV-model-56-neg,0,3BTV,-100.1349,-270.632,-5.509,-32.015,4.995,-0.2684,-17.77,1.604848,1.812997222,0.3009,0.006618158,-1.252274156
3BWU-model-16-pos,1,3BWU,-90.79057,-98.8107,-0.017,-4.825,1.516,-0.1104,-5.32,0.543479,-1.450069666,0.3071,0.028630968,1.627439976
3BWU-model-17-neg,0,3BWU,-76.8475,-139.397,-1.579,-22.538,6.435,-0.1345,-11.98,0.954756,1.960664153,0.3454,0.005602488,-0.688262522
3BX1-model-1-pos,1,3BX1,-130.8612,-50.9618,16.806,-16.389,7.841,-0.2591,-8.41,0.939418,-1.695418715,0.2507,0.038130954,1.111735225
3BX1-model-81-neg,0,3BX1,-77.915,-218.317,-9.835,-30.718,4.702,-0.4037,-60.13,1.022383,1.832212925,0.2642,0.010279951,0.067111224
3C0B-model-67-neg,0,3C0B,-81.92573,-16.873,28.096,2.565,0.204,0.1032,5.31,0.417729,1.958531857,0.2584,0.004078014,-0.168428451
3C0B-model-83-pos,1,3C0B,-82.1863,-116.906,-2.535,0.499,1.572,-0.1076,-22.24,0.818124,0.097385049,0.2274,0.006287329,0.636983395
3C4O-model-11-neg,0,3C4O,55.45311000000001,-122.184,-2.078,-14.684,5.868,-0.1804,13.54,0.678888,1.59267664,0.2497,0.009636776,0.245349824
3C4O-model-2-pos,1,3C4O,-154.6295,-196.903,6.892,-44.292,13.806,-0.461,-31.8,1.462691,-1.529968977,0.3507,0.07384374,1.918442011
3C4P-model-1-pos,1,3C4P,-281.7668,-93.772,-0.186,-5.23,8.109,-0.0849,-1.46,0.781637,-1.635182858,0.6158,0.150147438,1.419208169
3C4P-model-94-neg,0,3C4P,-93.75857,-496.861,-11.375,-61.794,20.223,-0.5028,-69.31,2.05316,1.949367642,0.2402,0.004458107,-0.75704062
3C7T-model-3-pos,1,3C7T,-160.3092,32.9926,5.896,-8.223,6.592,-0.1455,23.82,0.202822,0.137355685,0.3476,0.005287525,0.838855505
3C7T-model-66-neg,0,3C7T,-83.78776,-206.179,-10.86,-37.863,12.353,-0.3884,-55.98,0.658404,1.891931653,0.2753,0.003733558,-0.694461405
3C8I-model-1-pos,1,3C8I,-75.1449,-7.46157,24.679,-12.402,-2.004,-0.1216,-29.02,0.540925,0.643171906,0.2309,0.005870187,0.855652988
3C8I-model-2-neg,0,3C8I,447.94698,-169.96,-5.648,-23.372,1.712,-0.2457,-23.05,1.021352,0.90942657,0.2274,0.025355412,-1.323758602
3CAM-model-1-pos,1,3CAM,-359.0005,-89.7747,5.696,-16.249,15.48,-0.2134,-35.53,1.029896,-1.90498054,0.1171,1.26351881,0.378653705
3CAM-model-3-neg,0,3CAM,-80.64313,-756.71,-34.348,-84.325,49.741,-1.118,-298.92,4.955885,1.671376705,0.3004,0.035241023,-0.901372969
3CDW-model-49-pos,1,3CDW,-40.78572,-13.7853,-0.123,1.337,-2.2,-0.0587,8.36,0.168192,0.62520051,0.3709,0.004691322,0.208450735
3CDW-model-69-neg,0,3CDW,-46.02163,-18.5083,7.907,-10.856,0.339,-0.0395,-25.36,0.251741,0.220162868,0.329,0.004977609,0.34118408
3CEW-model-1-pos,1,3CEW,-441.84882,19.4568,23.59,-18.204,3.011,-0.1996,-25.09,0.871953,-1.892654419,0.139,0.014578233,1.499340057
